userName,score,at,content
Hadi Susilo,1,2024-07-29 01:20:12,"Bagus tampilan yg dulu kalau skrng ribet,,enak dulu bisa saling interaksi sesama pencaker skrng kok gini tampilannya..enakan tampilan yg dulu kalau yg sekarang kaya aplikasi loker yg lainnya ga asik,,"
Merlina Hidayati,5,2024-07-28 22:47:39,bingung
HApe Realme,4,2024-07-28 16:56:15,baik
Wili Sandika,2,2024-07-28 16:33:24,30% usaha 70% relasi
Agussalim Agus,1,2024-07-28 16:13:09,bagus sekali
Beni Irawan As-Syekhoni,5,2024-07-28 15:42:49,Semoga bisa Bermanfaat
VIRZA SR,5,2024-07-28 14:25:43,"Terimakasih buat developer yang telah rilis aplikasi ini,saya banyak terima kasih banget.sekarang saya dapat pekerjaan di Bali Denpasar Alhamdulillah baru aja saya habis interview online langsung terima kasih sekali lagi buat developernya...semangatttt berjuang temen temen😁💪💪💪"
A.junaidi Junaidi,5,2024-07-28 13:35:33,apakah bisa bekerja di situ
Hafis Satria,5,2024-07-28 13:28:11,sangat bagus
maulana siddik,5,2024-07-28 13:11:40,sangat membantu
Azam Fauzan,5,2024-07-28 12:50:40,bagus mantap
Anisa Rahma,1,2024-07-28 12:30:05,pak saya mau kerja sama bapak
Digo Marabunta,4,2024-07-28 12:25:10,lagi mau mencoba
Muhammad farhan,5,2024-07-28 10:31:41,semoga ada rezeki saya disini amiin
AGUS SAPTONO AGUS,5,2024-07-28 10:16:24,sangat terbangun untuk mencari loker
Firlii Fakhri,5,2024-07-28 06:54:00,keren
Tur Yono22,5,2024-07-28 06:22:08,Aplikasi ini sangat membantu
Don Ardinz,4,2024-07-28 06:14:31,"sejauh ini sudah bagus, mungkin perlu update beberapa info ulasan dari beberapa karyawan yg pernah bekerja di perusahaan terkait agar bisa lebih memahami budaya dlm perusahaan tsb"
MUHAMMAD SHOLIH,5,2024-07-28 04:41:50,praktis
Wohing Prang,5,2024-07-28 04:19:40,memudahkan untuk mendapatkan pekerjaan
Gatra Eka,5,2024-07-28 01:49:15,bagus 👍
Awey mabariya,1,2024-07-28 01:40:23,Udah setting pencarian wilayah bandung malah yang keluar daerah lain
Wigati Rahayu,1,2024-07-27 22:27:43,"Glints emang bagus aplikasi nya. Gampang cari kerjaan yang sesuai sama kita, tapi sayang nya dari sebanyak lamaran yang ada. Ga ada satupun yang mau nerima. Mungkin karna dari online makanya selalu di tolak. Jadi emang paling bener itu nyari kerjaan langsung aja. Ga pake apk2 kek gini."
Munzi Ji,5,2024-07-27 16:42:54,sangat membantu
JANUAR SIGIT,3,2024-07-27 15:46:15,Sya blm pernah mencoba lamaran kerja via on line takut nya PENIPU DI ON LINE
Aripin Muhamad,5,2024-07-27 14:12:42,mantapppppppp
Mahya,4,2024-07-27 12:21:29,Bagus tp blm pernah coba cari job
Edi CUSTOM,5,2024-07-27 12:00:15,sangat membantu
Heny kusuma,2,2024-07-27 10:57:04,bagus
Faiz Styamaana,4,2024-07-27 10:23:31,sangat membantu
Nabilla Rahmadani,5,2024-07-27 10:11:10,membantu banget dalam ngechat hrd👍 banyak template bagus
Yanjes Rahman Dhoza,5,2024-07-27 08:15:20,Sangat Relevan
Adakah tdkada,5,2024-07-27 07:47:18,Lumayan cari Lowongan kerja
Fransiskus Sinaga,5,2024-07-27 07:35:44,sangat membantu saya mencari pekerjaan
Naa Isna,5,2024-07-27 07:15:02,respon cepat
MNauval Zaky,5,2024-07-27 06:44:03,aplikasi bagus membatu untk mencari kerja jadi lebih mudah
Budi Bogor1,5,2024-07-27 02:33:41,okkk.. tks
Bumi cipta Pabrikasi,5,2024-07-27 02:16:34,good
Tri Wilujeng,4,2024-07-26 23:41:44,glints bantu saya dpt kerja yaaa. sejauh ini respon para hrd nya sangat baik
Lalak Lak,5,2024-07-26 19:08:52,semoga sukses selalu
johanes matitaputty,4,2024-07-26 18:57:36,ok
Elmei Herianto,5,2024-07-26 12:07:40,bagus cocok untuk yang sedang mencari lowongan kerja
Kudell 46,5,2024-07-26 11:57:55,baik
Agas Chanel,5,2024-07-26 11:20:54,oke bismillah semoga dapet pekerjaan bismillah
Meli Amelinda,5,2024-07-26 09:04:55,bagus apk nya
Nikolaus ranto,5,2024-07-26 09:02:42,sangat membantu
Henny Dwi Yanuarti,5,2024-07-26 07:34:18,Oke
Bilmok Kemok,5,2024-07-26 06:21:19,nama : M Billy purnama umur : 37 tahun
Usman,5,2024-07-26 04:57:59,bagus bgt ni aplikasi pintar gue cepet dibales in HRD nya langsung😂😘
Riyan Anto,2,2024-07-26 04:08:08,Bagus tpi kalau lowongan yg sudah ditutup kenapa ga dihapus ya
Shunu W,1,2024-07-26 03:55:18,"Tanpa ada status komunikasi tiba2 saja update status belum sesuai dan kurang pengalaman kerja,perilaku HR saat ini rata2 kurang dalam good attitude,banyak yg menghilang tanpa informasi saat di beri feedback dari pertanyaan/permintaan yang diberikan."
Serli Sri A,3,2024-07-26 02:52:11,Blm dapet kerja apalagi sudah terlalu lama menganggur. 🥺🤦🏻‍♀️😭😭😭
Johan Nahl,5,2024-07-26 01:55:50,"Good interface, Compact & Usefull feature"
Waridi Pratama,5,2024-07-25 12:20:31,Semoga ada yang diterima lamaran kerja saya ini di Glints
Eka Susanti,3,2024-07-25 11:24:43,lumayan
Sutrisno Trisno,4,2024-07-25 09:08:41,good
Andrian Rukmana,5,2024-07-25 05:59:50,ok
Lutfi D. Purwanto,4,2024-07-25 05:14:22,masih belum dapat panggilan
Algi Fari,1,2024-07-25 04:16:05,semoga amanahh terus
Love Musik,4,2024-07-25 02:41:26,Lumayan membantu
Dughu Dughu,3,2024-07-24 18:29:57,Lumayan
Kokom Widyastuti,5,2024-07-24 12:57:36,baik
Alzam Dwi hadi,5,2024-07-24 11:49:27,Bagus bisa membantu untuk cari lowongan kerja
Edy Kurniawan,5,2024-07-24 11:03:59,bagus
MusyF Ins,3,2024-07-24 09:51:29,"Bisa ga sih glints kasih kebijakan buat yang bikin loker? Makin kesini lokernya makin ngadi2, persyaratan S1, deskripsi pekerjaan segebok gaji 1-2jt. Itu gaji apa sedekah ya? Tolong dong bikin kebijakan biar sdm kita ga gini2 aja. Kapan indonesia mau maju klo gini"
Deden Resmansyah,5,2024-07-24 09:27:15,sangat rekomen buat yang mencari kerja download aja apk Glints banyak loker tersedia sesuai pilihanmu😊
Muhammad Syuhur,5,2024-07-24 05:33:00,great
Ana Poma,5,2024-07-24 05:21:29,mantap
Rusmiyati Putri,5,2024-07-24 04:16:45,bagus
Deni Farisi,5,2024-07-24 02:40:43,"Terimakasih atas info n masalah kerjaan ya ,,Dan terimakasih atas kepercayaan nya"
Sall Sa,5,2024-07-24 01:40:22,terbaik👍
nur Aini,4,2024-07-23 23:57:53,belom coba sya kasih bintang 4 dulu yh
Merry Exorcist,3,2024-07-23 23:47:35,bintang 3 dlu soalnya blom dapat kepastian
Erwin Ramadhan43,5,2024-07-23 17:34:39,good
Jelita Purba,1,2024-07-23 13:26:00,sangat baik
liuteaz az,5,2024-07-23 12:10:47,saya puas dengan ini
Grace Siswoyo,1,2024-07-23 09:12:08,"Tolong keterangan: skill tidak sesuai Diperhatikan lagi. Saya melamar skill sesuai, HRD perusahaan ngetik tidak sesuai. Jadinya terkesan asal aja menolaknya, padahal yang bodoh hrdnya... Kata - kata itu dari glints dan diambil pihak perusahaan..."
Rama Swd,5,2024-07-23 08:01:49,Menjadi lebih mudah mencarinya👍
MUHAMMAD ATHO'UR ROHMAN Ilmu Falak,5,2024-07-23 07:52:38,bagus keren dan menjanjikan
Senja Utami,1,2024-07-23 05:54:58,Ga jelas aplikasinya udah ngelamar ga ada yang nyantol sama sekali
Dicky Herian,5,2024-07-23 04:22:28,akurasi yang pas
Daudy Yusuf,1,2024-07-23 04:20:42,Habis update lansung lemot
Ade Hamdan,5,2024-07-23 02:46:51,sangat bagus
Yoyo Keren,5,2024-07-23 02:40:40,rekomen
Fajar Miftah,5,2024-07-23 02:10:11,good job
Yan Faisal,5,2024-07-23 01:40:05,nice
Supian,5,2024-07-23 01:30:30,sangat membantu para pencari kerja
YUSRAN “Ayah DHANEZ” Iyus,5,2024-07-23 01:04:30,Good
GAME TERBAIK Di BUMI,3,2024-07-23 00:02:14,klw keterima saya ksh bintang pull
Destria Putri Utami,5,2024-07-22 18:07:05,bagus
Moch abbas ainul yaqin,5,2024-07-22 16:09:14,sangat baik
Bang Panco,1,2024-07-22 12:27:28,"Parah standar Gaji nya, Ga manusiakan Manusia"
Irwan Hermansyah,4,2024-07-22 11:58:47,"Susah nyari yg terdekat pilih lokasi jakarta yg muncul di Bali lokernya, ngelamar pun gak ada yg nyantol atau panggilan interview dengan pendidikan dan pengalaman yg cukup tpi tidak ada respon"
Florentina samull,5,2024-07-22 11:53:58,Aplikasi Loker yang sangat membantu🤗
agres hasyim,5,2024-07-22 08:22:48,Platform Loker Recomended
Imannudin,1,2024-07-22 07:02:08,"Gak guna nih aplikasi, masih jauh lebih baik jobstreet, indeed, Linkedin, dll. Ngirim lamaran gak ada satupun yg di buka, ceklis 1, entah eror atau gmna tp gak berguna"
Devin Gaming,1,2024-07-22 06:49:22,jelek
Noviyasari Sari,5,2024-07-22 06:09:15,"baguss sih,tapi belum ada hasill"
Dewi Ambar Kusumaningsih,1,2024-07-22 05:13:46,"Lowongan kerjanya ga update, bnyk lowongan yg udh tutup"
Timphan Mik,5,2024-07-22 04:25:08,Sangat mudah dan membantu. :)
Mashayu Pramono,4,2024-07-22 03:52:01,jika saya diterima kerja melalui glints...saya beri 1 bintang lagi
Sedya Basuki,4,2024-07-22 01:00:56,Cukup untuk memberi info tapi kerjaan blum dapat
Adinda Wiranata,5,2024-07-22 00:46:23,🌼
Aditiya Rahmad,1,2024-07-22 00:37:02,belum pernah dapet kerja dari sini
Faqih ID,5,2024-07-21 22:34:35,keren
Muh. Ridwan N,5,2024-07-21 15:31:50,keren
Fikxy Good,2,2024-07-21 15:14:25,Kurang cook untung yg kesabaran nya setipis tisu
Kris Kasim,1,2024-07-21 13:45:45,"aplikasi nya jelek...👎👎👎👎👎👎👎✌️✌️✌️susah di buat bahasa indonesia nya,sudah di program bhs indonesia tetap muncul bhs inggris."
Adin Oce,5,2024-07-21 13:36:42,sangat membantu
Slamet Hidayat,5,2024-07-21 12:19:27,smoga bisa ditrima
Maulana Afit,5,2024-07-21 12:06:26,👍
Safiih Al Furqon,5,2024-07-21 11:49:46,luar biasa
Ramadhan Gilang pratama,5,2024-07-21 11:21:24,keren
ALI MUFID,3,2024-07-21 09:52:15,baru install jadi belum tahu bagus tidaknya aplikasi ini
Riski Rhamadan,5,2024-07-21 05:55:22,Indonesia
putri rahayu,5,2024-07-20 14:00:39,Terimakasih glints. Saya selalu mendapatkan pekerjaan lewat aplikasi ini. Job sangat banyak dan bisa dipilih sesuai passion 🙏🙏 Tetap jaga kualitas biar tidak mengecewakan ya
Pak Berny Johannes (Pak Bern),5,2024-07-20 11:47:24,Banyak lowker untuk yang masih belum bekerja
asep ridwan,5,2024-07-20 07:01:12,di tunggu kabar penerimaannya cv sy
Indra Isnawan,4,2024-07-20 06:21:22,ok..dapat membantu si pencari kerja..terimakasih..
Bos Truk,5,2024-07-20 05:24:39,butuh krj an
Fayed sazli Anugrah,5,2024-07-20 01:29:42,great app
Dicky lumwartono,5,2024-07-20 00:15:23,ok
Muhamad Nurkih,3,2024-07-19 23:59:44,bintang 3 dulu nanti kalo dapet pekerjaan baru bintang 5
Oland Frans,3,2024-07-19 17:23:15,baru mau coba
Arifajuni,5,2024-07-19 16:17:57,Terimakasih GLINTS Berkat aplikasi ini saya sudah dapat kerjaan hanya dalam waktu 5 hari. Walaupun memang kadang hasil pencarian dan lokasi masih tidak sesuai dengan yang di inginkan. Saya kira itu saja masalahnya
Yustani92 Mend,4,2024-07-19 14:03:36,mudah
Abdul Wahab,5,2024-07-19 13:17:44,makasih
Ahmadi Madi,5,2024-07-19 12:50:32,baguss cakep pokonya
Yanto Betok,5,2024-07-19 12:47:58,mantap
eka herniyanti,5,2024-07-19 08:49:11,Membantu kita mencari lowongan pekerjaan terbaru
PATRIS M.A MAKU,5,2024-07-19 08:28:11,terbaik
Siti Umikulsum,5,2024-07-19 08:02:23,semoga saya secepatnya bisa mendapatkan pekerjaan dari app ini🙏
wahyu primasys,1,2024-07-19 07:27:45,"Saya sudah melamar pekerjaan, tapi belum juga ada yang balas dari pihak PT tersebut tolong lah"
Randa Hanafi,5,2024-07-19 06:48:34,Apk nya sangat membantu
Selly Wati,5,2024-07-19 06:26:59,semoga sy dpt pekerjaan
toto supriatna,1,2024-07-19 06:16:57,baik
Alip Padilah,4,2024-07-19 02:56:07,wowww
Novik Martini,5,2024-07-19 01:01:22,sangat membantu
arman suherman,4,2024-07-18 23:57:18,"Kak mohon bantuannya kalo nama institusi apa ya saya gak bisa2 ngisi, a"
Hasna Nur Adeliya,1,2024-07-18 13:28:03,Tidak efektif
Chef Life,2,2024-07-18 12:12:27,ok
Rizkya Permata,5,2024-07-18 11:00:28,good apps
Windu 123,5,2024-07-18 10:33:38,"Sangat bagus apk loker , selalu dapat loker pas sesuai keahlian kita , perusahaan bodong alias tipu tipu minggir dulu di apk ini"
Saefulloh,4,2024-07-18 09:53:59,lumayan membantu
Riyan Susandi,5,2024-07-18 08:58:01,jos
Putri Herliani,5,2024-07-18 08:48:19,bagus
Jihan P,5,2024-07-18 08:47:27,blum coba
Syafaatul Huda,5,2024-07-18 08:23:34,sangat baik dan mudah di pahami
Johan Rachmadin,4,2024-07-18 06:57:03,aplikasinya bagus
Bobby Ardiansyah,5,2024-07-18 06:49:04,"Info lowongan nya benar"" sangat membantu saya dalam mencari pekerjaan"
Eka Rita,1,2024-07-18 06:23:12,"Banyak Loker tp chat ga pernah di bales sama HRD, lama menunggu yg datang malah email loker sudah Tutup 😭"
Danu Irwansyah,5,2024-07-18 05:16:59,Sangat amat membantu
Yunus Safitra,5,2024-07-18 04:59:07,Semoga bisa membantu
『Riski』 乛aja,5,2024-07-18 04:28:58,menurut pendapat saya apk Glints dapat membantu kaum pengangguran di banyak kota di Indonesia 😀👍🏾
Siti Aisah,5,2024-07-18 03:59:16,bgs terus tingkatkan dan pertahankan
M Hafiz Fauzi,5,2024-07-18 03:30:09,mantapl sekali
Charles Sarong,5,2024-07-18 02:28:29,Sangat baik
Yodan Marwoto,5,2024-07-18 02:00:06,Applikasi ini sangat membantu sekali untuk para pencari pekerjaan akan tetapi applikasi tersebut harus memilih bagaimana caranya si pemberi lowongan itu tidak mengharapkan pembayaran jika si pelamar dtg ke tempat..
M.A.D (Vest gaming),5,2024-07-18 01:27:24,Mantap
Yadi Laroy,3,2024-07-18 01:09:56,msh blm ada yg nerima kerja
Gusti Andhika,4,2024-07-17 10:28:54,bagus
Ahmad Mufaqih,5,2024-07-17 10:17:42,👌
Putri Aqilla,5,2024-07-17 10:17:17,cepat dapet kerjanya.
faiz,1,2024-07-17 06:52:28,kaa ini harus diperhatikan si aku ngelamar data entry trus di email harus ngehubungi di telegram habis itu kerjanya admin pesan di e-commerce web gitu tp fiktif trs disuruh top up😭ini bodong kannn masa dari apk ini ada kerja boongan sii😭
Alimah Alimah,5,2024-07-17 06:28:07,bisa lebih mudah untuk mencari kerja
Mr. Vorth,5,2024-07-17 05:36:02,good
Ata Muhidin,4,2024-07-17 04:36:47,kurang tau ya soalnya belum nyoba lamar
SULTAN HASANUDIN,5,2024-07-17 04:14:11,The best than linked in
Musdzalifah Sukmawati,4,2024-07-17 02:22:36,"bagus apknya, rekemondasi buat yg nyari kerja"
Dodi Sumantri,4,2024-07-17 02:16:54,sangat membantu
Jasman Mudahan,4,2024-07-17 01:52:05,Mencari pekarjaan sebagai staf jaringan komputer dan dan pengaturan server jaringab serta hotspot jaringan wifi
Sebastian Ghozali,4,2024-07-16 18:06:32,semoga dapet loker
Murdani Dani,5,2024-07-16 16:24:46,Bagus sekali untuk yg sedang mencari pekerjaan
ogi ginanjar,5,2024-07-16 14:17:54,Sangat membantu
Ali Rasid,5,2024-07-16 12:53:53,makasih atas informasinya
aisyah atiqohfitri,5,2024-07-16 12:51:20,cara kamarnya mudah dan tentunya gratis. saya suka. tidak seperti aplikasi yang lain yang harus berbayar. terimakasih sudah membuat aplikasi ini. saya harap aplikasi ini tidak memiliki fitur pro hanya untuk pemakai membayar aplikasi agar bisa di pakai.
Den uncle88,1,2024-07-16 10:22:07,buruk tidak jelas
ayu dewi,3,2024-07-16 09:33:27,♍♍Mmg... jangan kite🪁 🪁out kllo kllo kitoll Jl
Andri Awan,5,2024-07-16 08:47:05,keren..
Acuk Racuk,5,2024-07-16 08:26:06,saya kasih bintang 5 smoga membantu saya di kasi pekerjaan
Faruq Arrozi,5,2024-07-16 07:36:30,sangat terbaik
Arloka Jaya85,5,2024-07-16 05:44:05,akurat terpercaya
Firdaus Muhammad,5,2024-07-16 04:14:21,bgus
Caki Iwan Cakimey,1,2024-07-16 03:11:34,RIBET CARA NGELAMAR DIAPLIKASI INI....
Juzan Juzan,5,2024-07-16 00:53:27,ok
Vlosky endy anto,5,2024-07-16 00:02:57,thank you very much
Dewi Hotimah,3,2024-07-15 23:48:29,bagus
Givari Alamhudi,5,2024-07-15 22:48:41,Semoga ada lowongan untuk penyandang low vision di aplikasi ini
Ahmad Farizi,1,2024-07-15 18:06:06,oke
Amanda Moerdiani,2,2024-07-15 12:11:41,Ini kenapa aplikasinya keluar sendiri ya
arif fadli,5,2024-07-15 12:10:26,bagus langsung ke perusahaan tidak pakai calo👍
Dhot Dhit,5,2024-07-15 10:19:58,"Bagus buat mencari pekerjaan, bagi yg sudah bekerja atau belum bekerja, karena lebih simpel dan langsung chat ke HRD perusahaan."
ve ayu,5,2024-07-15 10:05:37,Aplikasi terlalu susah digunakan. Info dan pemberitahuan tentang loker tidak ada. Susah buat tahu proses seleksi yang dilakukan.
Agus Suryana,5,2024-07-15 09:51:34,mntp bgt semoga sesuai dgn diriku
Asep Saepulloh,5,2024-07-15 08:26:37,sangat membantu
raja muhammadradza,3,2024-07-15 08:23:51,kalo sampe bener dapet kerjaan saya kasih bintang 5 + promosi ke seluruh teman sahabat saudara dan keluarga
Widari Widari,2,2024-07-15 08:22:44,bagus
Nurul Amsor,4,2024-07-15 08:06:50,"bagus, meski belum dapat kerja"
Ferdi Yansah,5,2024-07-15 07:02:28,bagusss bgt
Esra Pelawi,5,2024-07-15 06:18:08,mantap
juniawan wiguna,1,2024-07-15 06:07:46,Ini aplikasi bug bener gw milih daerah tangerang ngaco kmna mana jawa barat denpasar ke jawa lah heran gw mah Udh mah jarang tembus
Romiadi Achiruly,5,2024-07-15 06:05:45,Ok koh
Saripa Nur Ayu,3,2024-07-15 05:14:29,untuk saat ini bintang 3 dulu soalnya filter wilayahnya ga ngaruh masi acak 🙏🏻
Untung Budi,5,2024-07-15 05:05:48,bagus sekali
Yohana wido elia Kosang,4,2024-07-15 04:18:02,"Hai dan selamat pagi semuanya bos,apa kabar pada saat ini bos"
Gusniya Nurkalipah,5,2024-07-15 03:37:10,semoga bisa mendapatkan Pekerjaan
Putri Nursiwan,5,2024-07-15 03:05:59,aplikasi terbaik dlm hal loker
dimas ainur,5,2024-07-15 01:36:52,sangat membantu
Muhammad Rafli,5,2024-07-15 00:36:21,Good
Bang Hel,5,2024-07-14 16:06:55,Keren
Muhammad Sidiq,1,2024-07-14 11:31:42,"Siapa yang berhasil diundang Interview dari lamaran yang dikirim lewat aplikasi ini? Jawabannya nihil. Kalau kalian jeli, aplikasi ini mencurigakan. Ada kemungkinan pihak H&R tidak membuka loker di aplikasi ini, sehingga lamaran yang sudah dikirim tidak sampai. Atau loker yang ada disini dibuat oleh orang Internal Glints?"
Adhi Wahyudi,4,2024-07-14 10:18:00,good
Faldi arifin_Pasarternate,5,2024-07-14 10:10:51,mantap
taryu din,5,2024-07-14 06:05:57,ini sangat membantu bagi saya untuk mencari pekerjaan
Adi Saputra,5,2024-07-14 03:15:26,oke
Mohammad Adam,4,2024-07-14 01:48:38,keren
armanda suryaputra,5,2024-07-14 00:36:07,menarik
Lukman Nulhakim,5,2024-07-13 22:55:07,Good job
Rizky Maulana (Leader Thiti),4,2024-07-13 15:28:38,good
Rasyid zr,5,2024-07-13 11:59:42,"membantu untuk melamar pekerjaan, semoga aja diterima"
Arf Crazy,5,2024-07-13 11:55:46,"sangat membantu untuk cari kerjaan, buat yang mau kerja semogga dapat pekerjaan ya amin"
Ubay Dilah,5,2024-07-13 11:54:21,aplikasi ini sangat membantu untuk mencari pekerjaan
Muammar Alwan,5,2024-07-13 10:53:58,menurut saya aplikasi ini cukup bagus untuk yang sedang mencari informasi tentang pekerjaan
Muhammad Rizal,5,2024-07-13 08:17:00,keren
Xili,1,2024-07-13 06:14:09,"Aplikasi ini cuma mentingin perekrut,,,, Sementara yg melamar digantung karena ga pernah dibalas,,, Seharusnya aplikasinya mewajibkan perekrut utk merespon jgn suka digantung gitu yg tidak jelas,,,"
Azzahra fatimah,5,2024-07-13 03:45:53,sejauh ini bagus dan mudah untuk melengkapi profil dan mencari loker
Jalaluddin Sajha,5,2024-07-13 02:09:13,yaa
Listia N,1,2024-07-13 01:43:09,"Semenjak di perbarui, jd pusing liat loker di glints. Pas klik 'baru ditambahkan' pun yg muncul tuh loker yg udh bberapa hari/bbrp minggu yg lalu."
THRQ 101,5,2024-07-13 01:38:00,mantap
Sikenyok Oi,1,2024-07-13 00:19:46,Kurang lebih loker seles
Aldi Petani,4,2024-07-12 22:28:38,ada tampilan yang sering mengganggu
Dedi BULLDOZER,5,2024-07-12 15:59:04,"info lokernya banyak dan sangat membantu, meskipun saya belum dapat panggilan😢"
Nurul Fauziah,5,2024-07-12 11:15:06,ok
Hendra Jaya,5,2024-07-12 07:39:26,jelas dan sangat membantu
Eny Nuraeni,5,2024-07-12 05:13:50,oke..membantu
Muha Nuyaqin,5,2024-07-12 04:34:31,Semoga bermanfaat
Apri DC,5,2024-07-12 04:05:46,terbaik
visyah 22,5,2024-07-12 03:57:48,baik memuaskan
Eri Rahman,4,2024-07-12 02:28:13,semoga semakin maju apk glint supaya membantu orang yang lagi butuh kerja atau orang lagi nyari kerja
fiatfn,4,2024-07-12 00:59:33,"kenapa yaa, aplikasi no respon terus berujung force close."
Ndriee Sykesss,5,2024-07-12 00:53:10,baguss
Ade Daeli,5,2024-07-11 22:03:24,Aplikasi yang sangat membantu
Lindung Surbakti,1,2024-07-11 19:50:07,Ga juga apk ini ga jelas
Adh Sby,5,2024-07-11 15:28:42,bagus
Lia maharani,2,2024-07-11 14:48:57,segini dulu do'ain aku dimudahkan dapat pekerjaan di apk ini biar ku tambahin 5 bintang
DION FELIX AGUSVITO GULTOM DION GULTOM,1,2024-07-11 13:00:34,"Woi, ini kenapa lagi?. Cepat di perbaiki servernya. Aku mau cari kerja. Kalau gak aku lapor ini kaliannya. 😡😡😡..."
BAGUS SASMITO,4,2024-07-11 12:38:58,Baik
Sellazahirah Afdillah,5,2024-07-11 11:57:22,Sangat membantu
ACHMAD MAHMUD,5,2024-07-11 11:56:04,semoga barokah
Affrianu,5,2024-07-11 09:21:35,Luaaar biasaaa
22 Raditya Arkaan H,5,2024-07-11 08:51:49,"saran aja sih, tambahkan ulasan untuk jobseeker terhadap perusahaan yg mau di apply"
Hendra Asmoro,5,2024-07-11 08:35:16,mantap 👍
MUL YADI,5,2024-07-11 08:02:27,alhamdulilah blm ada hasil
MASCODETNG,3,2024-07-11 07:14:33,"Coba bikin buat blokir perusahaan (DM,view profile, CV/resume, dll). Skill sesuai kok jawabannya Skill tidak sesuai. Agak capek ngelayanin HR ga ngerti requirement yg dibutuhkan."
robin Dafraf,5,2024-07-11 06:38:19,baik
Nur Tiarawati,4,2024-07-11 04:53:10,"sejauh ini mudah untuk cara melamar nya tapi belum tau hasil nya, terimakasih sudah membantu mempermudah kami dalam mencari info lowongan pekerjaan"
Noval Fitriansyah,3,2024-07-11 03:52:13,good
Arif Rahman,4,2024-07-11 03:36:28,Bagus aplikasinya untuk mencari pekerjaan. Tapi alangkah baiknya aplikasi ini bisa mencari lowongan kerja di berbagai provinsi dan daerah. Agar orang yang mencari kerja bisa bekerja di provinsinya dan tidak keluar biaya untuk pergi ke provinsi lain untuk melamar pekerjaan yang ada di aplikasi.
DeDimS Official,5,2024-07-11 03:19:21,sangat membantu dalam rekruitmen karyawan. aplikasi mudah dipelajari dan d pahami.
zio alviero,5,2024-07-11 03:08:26,good
Muhamad Firmanda,5,2024-07-11 02:53:53,oke
Hamid Abdul,4,2024-07-11 02:41:38,assalamu'alaikum
Ifan pamungkas Ifan176,3,2024-07-11 00:25:00,cukup membantu untuk pencaker
Bahrur rosyad,5,2024-07-10 21:44:27,josss
Nanza lita,5,2024-07-10 20:31:10,aplikasi ini sangat membantu mencari kerja
Sapawi Ali,5,2024-07-10 14:23:48,"Noway , Noway , Noway , Noway . . . ."
wahyudin wahyudinn,5,2024-07-10 11:36:51,mantap
Aulia,5,2024-07-10 10:46:43,sangat membantu
Ummi Nur Lathifah,4,2024-07-10 09:04:16,"mudah digunakan, namun kekurangannya adalah tidak ada informasi terkait batas perekrutan"
Rangga Eka pranesta,5,2024-07-10 08:26:28,keren banget
Yogy Taufikurrohman,5,2024-07-10 08:02:01,Thanks glints
Raden Wilis,5,2024-07-10 07:09:24,semoga cocok
Agus Sarif hidayatulloh,4,2024-07-10 06:30:47,format job seeker yang bagus
Delly Prajatiana,1,2024-07-10 06:23:56,lemot
Lia,2,2024-07-10 06:07:06,apk nya ada bug kah? dari kemarin cari job tiba-tiba ngeleg hp ku dan mematikan daya sendiri. bahaya bgt mana hp ku masi baru ngga mungkin yg salah hp ku kan ya? beberapa kali kejadian gini jadi emg yg bermasalah dari apk nya. tolong diperbaiki masalah bug gini
Muhammad Fauzi Handoyo ojiaja,4,2024-07-10 04:51:13,👍👍👍
Shinta Wulansari,5,2024-07-10 03:08:56,mudah dan cepat kirim lamaran melalui Glints... semoga cepat direspon oleh Perusahaan yg dituju
Wanita malam Malam,5,2024-07-10 02:14:34,mantap makin maju dan sukses selalu
Aditya Subekti,5,2024-07-10 01:35:05,sangat membantu
Abiyyu Panggalih (Abiyyu_xyz),5,2024-07-09 23:08:12,terimakasih 🙏
Yudi Kustanto,5,2024-07-09 07:33:45,bagus
Mas Blangkon,5,2024-07-09 06:46:49,mantap
Istiari Maslina,3,2024-07-09 04:34:02,mudah2an bisa dapat job
JAE NI,5,2024-07-09 04:04:42,sangat membantu dalam proses pencarian pekerjaan... recommended buat kalian yang sedang mencari informasi pekerjaan
Sulis Tujutiga,5,2024-07-09 02:41:39,apk nya mantap semoga semakin update apk nya
alfinur khairi,1,2024-07-08 17:52:18,tidak ada 1 pun perusahaan yg merespon
Rudy Jaya saputra,5,2024-07-08 17:40:09,Beautiful
Muhammad Iqbal Rifansyah,5,2024-07-08 16:11:19,bagus
Fifin Dewi Fatma,4,2024-07-08 14:51:10,Bagus
herry sulistiyo,4,2024-07-08 12:28:13,masih meragukan tp ya semoga bisa buat lamar kerja praktis
AMRAN SHALEH,5,2024-07-08 11:25:35,bagus
Randy Alfatih,5,2024-07-08 10:23:28,keren Glints
Mega Purba,1,2024-07-08 08:33:18,semoga bermanfaat
dedi mulyadi,5,2024-07-08 07:48:40,sangat membantu
ardo scoot,4,2024-07-08 07:40:21,"Aplikasi ini cukup bagus dan saya baru memulainya, sebagai informasi asya kasih bintang 4 dulu.untuk selanjutnya jika meningkat saya kasih bintang 5"
Mainin Higame,5,2024-07-08 07:22:31,Halo min Bisakah menambah fitur beberapa CV di glints saat melamar ? Karena terkadang butuh 1-4 CV untuk menyesuaikan loker yang ada sesuai cvnya Terima kasih
PejuangMahar _03,5,2024-07-08 06:45:16,sangat membantu
